drug_1,drug_2,context,label
MK-4541,MK-5108,RKO,35.651573399499995
MK-4541,MK-5108,RPMI7951,4.047904863299999
MK-4541,MK-5108,SKMEL30,24.449663758099998
MK-4541,MK-5108,SKMES1,-8.2938115988
MK-4541,MK-5108,SKOV3,5.6858918373
MK-4541,MK-5108,SW620,1.7701088132
MK-4541,MK-5108,SW837,-5.4797261974
MK-4541,MK-5108,T47D,14.113214455
MK-4541,MK-5108,UACC62,9.7277764414
MK-4541,MK-5108,UWB1289BRCA1,7.136793309400001
MK-4541,MK-5108,UWB1289,-4.3131391315
MK-4541,MK-5108,VCAP,5.8212036241
MK-4541,MK-5108,ZR751,-11.876354363099999
MK-4541,MK-8669,A2058,21.641692406700002
MK-4541,MK-8669,A2780,35.584604784
MK-4541,MK-8669,A375,20.6353587005
MK-4541,MK-8669,A427,42.7371274312
MK-4541,MK-8669,CAOV3,34.3530218943
MK-4541,MK-8669,COLO320DM,3.6131565832
MK-4541,MK-8669,DLD1,9.5725093799
MK-4541,MK-8669,EFM192B,31.2779502446
MK-4541,MK-8669,ES2,7.895346750800001
MK-4541,MK-8669,HCT116,-4.4817944489
MK-4541,MK-8669,HT144,-10.297568892200001
MK-4541,MK-8669,HT29,10.612795905
MK-4541,MK-8669,KPL1,42.2574035565
MK-4541,MK-8669,LNCAP,44.7739011969
MK-4541,MK-8669,LOVO,15.434013791
MK-4541,MK-8669,MDAMB436,-6.734398380599999
MK-4541,MK-8669,MSTO,3.2587628483999995
MK-4541,MK-8669,NCIH1650,8.2680403575
MK-4541,MK-8669,NCIH2122,0.6866950041
MK-4541,MK-8669,NCIH23,3.7723005168
MK-4541,MK-8669,NCIH460,-5.051717382300001
MK-4541,MK-8669,NCIH520,-0.2008298996
MK-4541,MK-8669,OCUBM,28.7828982702
MK-4541,MK-8669,OV90,1.9073618216
MK-4541,MK-8669,OVCAR3,7.3835161684
MK-4541,MK-8669,PA1,11.092599577
MK-4541,MK-8669,RKO,18.4324399446
MK-4541,MK-8669,RPMI7951,15.8106903748
MK-4541,MK-8669,SKMEL30,30.7536045279
MK-4541,MK-8669,SKMES1,0.7516777884999999
MK-4541,MK-8669,SKOV3,27.0545899442
MK-4541,MK-8669,SW620,0.534279884
MK-4541,MK-8669,SW837,-9.0497149826
MK-4541,MK-8669,T47D,19.4066685928
MK-4541,MK-8669,UACC62,1.0275144851
MK-4541,MK-8669,UWB1289BRCA1,13.707251816500001
MK-4541,MK-8669,UWB1289,2.8386633378
MK-4541,MK-8669,VCAP,-9.444521038
MK-4541,MK-8669,ZR751,30.6485223188
MK-4541,MK-8776,A2058,1.6744502645
MK-4541,MK-8776,A2780,3.9041955451
MK-4541,MK-8776,A375,10.7597723896
MK-4541,MK-8776,A427,-12.922642332799999
MK-4541,MK-8776,CAOV3,18.472009477
MK-4541,MK-8776,COLO320DM,-2.2204985076
MK-4541,MK-8776,DLD1,-1.5373572841999998
MK-4541,MK-8776,EFM192B,12.6269116626
MK-4541,MK-8776,ES2,-0.2782253615
MK-4541,MK-8776,HCT116,-7.0682133358
MK-4541,MK-8776,HT144,5.0053776078
MK-4541,MK-8776,HT29,10.776228763399999
MK-4541,MK-8776,KPL1,0.7646590781
MK-4541,MK-8776,LNCAP,29.730838529099998
MK-4541,MK-8776,LOVO,5.5900803074
MK-4541,MK-8776,MDAMB436,9.1701485509
MK-4541,MK-8776,MSTO,-4.9114412477
MK-4541,MK-8776,NCIH1650,-11.4204224182
MK-4541,MK-8776,NCIH2122,-18.4330883893
MK-4541,MK-8776,NCIH23,-2.0158355975999998
MK-4541,MK-8776,NCIH460,2.0718077944999997
MK-4541,MK-8776,NCIH520,-13.517585591600001
MK-4541,MK-8776,OCUBM,24.9872028616
MK-4541,MK-8776,OV90,6.2611680149
MK-4541,MK-8776,OVCAR3,-0.00872283
MK-4541,MK-8776,PA1,7.8884814889
MK-4541,MK-8776,RKO,9.5223278484
MK-4541,MK-8776,RPMI7951,-14.901428794600001
MK-4541,MK-8776,SKMEL30,10.3052167175
MK-4541,MK-8776,SKMES1,-12.259890552
MK-4541,MK-8776,SKOV3,8.6898086325
MK-4541,MK-8776,SW620,4.8034573469
MK-4541,MK-8776,SW837,-16.8902991052
MK-4541,MK-8776,T47D,-47.33893948
MK-4541,MK-8776,UACC62,16.4265646088
MK-4541,MK-8776,UWB1289BRCA1,-11.408899955999999
MK-4541,MK-8776,UWB1289,-14.3243821951
MK-4541,MK-8776,VCAP,41.1543644258
MK-4541,MK-8776,ZR751,-6.6233961818
MK-4541,MRK-003,A2058,1.3248237559
MK-4541,MRK-003,A2780,10.1968868041
MK-4541,MRK-003,A375,4.6918084232
MK-4541,MRK-003,A427,20.7594932816
MK-4541,MRK-003,CAOV3,15.3768849953
MK-4541,MRK-003,COLO320DM,6.1818909136
MK-4541,MRK-003,DLD1,7.311013922100001
MK-4541,MRK-003,EFM192B,8.9317680735
MK-4541,MRK-003,ES2,-2.0148625756
MK-4541,MRK-003,HCT116,6.829954309800001
MK-4541,MRK-003,HT144,-9.8492126701
MK-4541,MRK-003,HT29,19.6837865038
MK-4541,MRK-003,KPL1,-12.9309844874
MK-4541,MRK-003,LNCAP,5.2939977197
MK-4541,MRK-003,LOVO,-6.641219620399999
MK-4541,MRK-003,MDAMB436,-2.1111369146000003
MK-4541,MRK-003,MSTO,-27.6854712245
MK-4541,MRK-003,NCIH1650,-3.2547224675999997
MK-4541,MRK-003,NCIH2122,0.6866145470999999
MK-4541,MRK-003,NCIH23,5.4152250103999995
MK-4541,MRK-003,NCIH460,3.2555463302999996
MK-4541,MRK-003,NCIH520,2.0099409714
MK-4541,MRK-003,OCUBM,4.566866232200001
MK-4541,MRK-003,OV90,-5.5606832015
MK-4541,MRK-003,OVCAR3,22.6079215852
MK-4541,MRK-003,PA1,22.736889161100002
MK-4541,MRK-003,RKO,11.1215884937
MK-4541,MRK-003,RPMI7951,6.7865982263
MK-4541,MRK-003,SKMEL30,23.870705243899998
MK-4541,MRK-003,SKMES1,6.5041951808
MK-4541,MRK-003,SKOV3,20.632903223099998
MK-4541,MRK-003,SW620,-4.20304878
MK-4541,MRK-003,SW837,-0.5648102128
MK-4541,MRK-003,T47D,21.9798434409
MK-4541,MRK-003,UACC62,-4.3623995420999995
MK-4541,MRK-003,UWB1289BRCA1,1.0632577322
MK-4541,MRK-003,UWB1289,5.365591631
MK-4541,MRK-003,VCAP,10.479224711
MK-4541,MRK-003,ZR751,-12.0859922646
MK-4541,OXALIPLATIN,A2058,-2.4253938611000003
MK-4541,OXALIPLATIN,A2780,-16.8155369043
MK-4541,OXALIPLATIN,A375,-20.4393252253
MK-4541,OXALIPLATIN,A427,0.8733035817
MK-4541,OXALIPLATIN,CAOV3,-8.7447873524
MK-4541,OXALIPLATIN,COLO320DM,15.421698745499999
MK-4541,OXALIPLATIN,DLD1,-3.2478727475
MK-4541,OXALIPLATIN,EFM192B,2.2813387398
MK-4541,OXALIPLATIN,ES2,-14.2523329311
MK-4541,OXALIPLATIN,HCT116,1.5767424064
MK-4541,OXALIPLATIN,HT144,-17.9582803032
MK-4541,OXALIPLATIN,HT29,3.8678702042000004
MK-4541,OXALIPLATIN,KPL1,16.7330725393
MK-4541,OXALIPLATIN,LNCAP,16.327810354100002
MK-4541,OXALIPLATIN,LOVO,-19.7477356162
MK-4541,OXALIPLATIN,MDAMB436,-12.539362215399999
MK-4541,OXALIPLATIN,MSTO,-7.0218689633
MK-4541,OXALIPLATIN,NCIH1650,-0.7277638439
MK-4541,OXALIPLATIN,NCIH2122,3.5844541859
MK-4541,OXALIPLATIN,NCIH23,-21.8663003411
MK-4541,OXALIPLATIN,NCIH460,-24.922847606399998
MK-4541,OXALIPLATIN,NCIH520,-4.0146355261
MK-4541,OXALIPLATIN,OCUBM,23.200152020700003
MK-4541,OXALIPLATIN,OV90,-24.0421875981
MK-4541,OXALIPLATIN,OVCAR3,-0.0969473081
MK-4541,OXALIPLATIN,PA1,-25.378590884
MK-4541,OXALIPLATIN,RKO,-5.681230826799999
MK-4541,OXALIPLATIN,RPMI7951,-27.4530484565
MK-4541,OXALIPLATIN,SKMEL30,2.5529347982
MK-4541,OXALIPLATIN,SKMES1,-5.6665117317
MK-4541,OXALIPLATIN,SKOV3,3.7660847738
MK-4541,OXALIPLATIN,SW620,2.0097514565
MK-4541,OXALIPLATIN,SW837,5.9372953756
MK-4541,OXALIPLATIN,T47D,8.9250257496
MK-4541,OXALIPLATIN,UACC62,-24.3653547417
MK-4541,OXALIPLATIN,UWB1289BRCA1,6.3208217124
MK-4541,OXALIPLATIN,UWB1289,8.4181918753
MK-4541,OXALIPLATIN,VCAP,25.714102430500002
MK-4541,OXALIPLATIN,ZR751,0.4483331758
MK-4541,PACLITAXEL,A2058,-11.785760683800001
MK-4541,PACLITAXEL,A2780,-3.9886152215
MK-4541,PACLITAXEL,A375,37.2212582579
MK-4541,PACLITAXEL,A427,-1.1384471318
MK-4541,PACLITAXEL,CAOV3,-1.8314831526
MK-4541,PACLITAXEL,COLO320DM,25.1903019842
MK-4541,PACLITAXEL,DLD1,11.4337280648
MK-4541,PACLITAXEL,EFM192B,16.4275143929
MK-4541,PACLITAXEL,ES2,39.929945769
MK-4541,PACLITAXEL,HCT116,-8.0798379712
MK-4541,PACLITAXEL,HT144,22.4186759044
MK-4541,PACLITAXEL,HT29,10.9921632439
MK-4541,PACLITAXEL,KPL1,10.073058833300001
MK-4541,PACLITAXEL,LNCAP,-8.7210423301
MK-4541,PACLITAXEL,LOVO,7.8589362341
MK-4541,PACLITAXEL,MDAMB436,5.5935120777
MK-4541,PACLITAXEL,MSTO,3.7659765327
MK-4541,PACLITAXEL,NCIH1650,3.6075165886000002
MK-4541,PACLITAXEL,NCIH2122,-15.5426037535
MK-4541,PACLITAXEL,NCIH23,-2.5478575547
MK-4541,PACLITAXEL,NCIH460,30.7483133225
MK-4541,PACLITAXEL,NCIH520,2.0458236138
MK-4541,PACLITAXEL,OCUBM,0.4446568871
MK-4541,PACLITAXEL,OV90,1.8223577030000002
MK-4541,PACLITAXEL,OVCAR3,-4.230089164
MK-4541,PACLITAXEL,PA1,4.1694564895
MK-4541,PACLITAXEL,RKO,11.2229717782
MK-4541,PACLITAXEL,RPMI7951,1.4062857388999999
MK-4541,PACLITAXEL,SKMEL30,19.7116484696
MK-4541,PACLITAXEL,SKMES1,18.5183296171
MK-4541,PACLITAXEL,SKOV3,8.7052696613
MK-4541,PACLITAXEL,SW620,3.7039418982
MK-4541,PACLITAXEL,SW837,3.8008054924
MK-4541,PACLITAXEL,T47D,0.7504162861
MK-4541,PACLITAXEL,UACC62,-3.3478476045999996
MK-4541,PACLITAXEL,UWB1289BRCA1,11.983077180999999
MK-4541,PACLITAXEL,UWB1289,-15.684832605899999
MK-4541,PACLITAXEL,VCAP,39.8596800793
MK-4541,PACLITAXEL,ZR751,-11.7977856485
MK-4541,PD325901,A2058,3.2932204523000004
MK-4541,PD325901,A2780,22.1595125258
MK-4541,PD325901,A375,4.4005278442
MK-4541,PD325901,A427,12.325524975
MK-4541,PD325901,CAOV3,48.7314590435
MK-4541,PD325901,COLO320DM,11.9467248178
MK-4541,PD325901,DLD1,10.8292852193
MK-4541,PD325901,EFM192B,-1.4315249400999999
MK-4541,PD325901,ES2,5.773076947000001
MK-4541,PD325901,HCT116,-3.7529028979000003
MK-4541,PD325901,HT144,-0.36603400090000004
MK-4541,PD325901,HT29,4.950517205
MK-4541,PD325901,KPL1,23.4751844173
MK-4541,PD325901,LNCAP,49.120938583800005
MK-4541,PD325901,LOVO,-2.2943691071
MK-4541,PD325901,MDAMB436,-1.1904487997
MK-4541,PD325901,MSTO,-18.2269539192
MK-4541,PD325901,NCIH1650,-3.3234779212
MK-4541,PD325901,NCIH2122,7.8571587961
MK-4541,PD325901,NCIH23,-15.3033698599
MK-4541,PD325901,NCIH460,9.4007027431
MK-4541,PD325901,NCIH520,3.9467567441000004
MK-4541,PD325901,OCUBM,31.622244193
MK-4541,PD325901,OV90,-10.3270874407
MK-4541,PD325901,OVCAR3,29.1358999125
MK-4541,PD325901,PA1,31.9031355299
MK-4541,PD325901,RKO,9.880032791
MK-4541,PD325901,RPMI7951,-14.484181033099999
MK-4541,PD325901,SKMEL30,3.8421274894
MK-4541,PD325901,SKMES1,5.1520340139
MK-4541,PD325901,SKOV3,6.985951114400001
MK-4541,PD325901,SW620,1.8538740586000002
MK-4541,PD325901,SW837,-3.2629847768999998
MK-4541,PD325901,T47D,29.474715929899997
MK-4541,PD325901,UACC62,-7.9865086573
MK-4541,PD325901,UWB1289BRCA1,-21.478028597199998
MK-4541,PD325901,UWB1289,21.4403933098
MK-4541,PD325901,VCAP,28.389132816
MK-4541,PD325901,ZR751,5.511156249500001
MK-4541,SN-38,A2058,13.1396285625
MK-4541,SN-38,A2780,10.759618785399999
MK-4541,SN-38,A375,10.5195208795
MK-4541,SN-38,A427,3.4036027905
MK-4541,SN-38,CAOV3,-13.302673739600001
MK-4541,SN-38,COLO320DM,-10.3515014597
MK-4541,SN-38,DLD1,-4.3750594639
MK-4541,SN-38,EFM192B,-8.4095559264
MK-4541,SN-38,ES2,-6.9476262713
MK-4541,SN-38,HCT116,-4.4344079909
MK-4541,SN-38,HT144,-4.926631131000001
MK-4541,SN-38,HT29,1.950409586
MK-4541,SN-38,KPL1,19.2213358609
MK-4541,SN-38,LNCAP,7.102346932000001
MK-4541,SN-38,LOVO,-22.559758151100002
MK-4541,SN-38,MDAMB436,-3.3101034972
MK-4541,SN-38,MSTO,20.2800692978
MK-4541,SN-38,NCIH1650,-14.415697133399998
MK-4541,SN-38,NCIH2122,9.8754901684
MK-4541,SN-38,NCIH23,-4.5380052391
MK-4541,SN-38,NCIH460,-1.8227758421
MK-4541,SN-38,NCIH520,-0.42203464189999995
MK-4541,SN-38,OCUBM,18.0144820094
MK-4541,SN-38,OV90,-9.961950246799999
MK-4541,SN-38,OVCAR3,12.598223324100001
MK-4541,SN-38,PA1,7.0270249334
MK-4541,SN-38,RKO,5.6195208774
MK-4541,SN-38,RPMI7951,6.7697675398
MK-4541,SN-38,SKMEL30,7.844570826699999
MK-4541,SN-38,SKMES1,-0.09881277289999998
MK-4541,SN-38,SKOV3,0.4580461315
MK-4541,SN-38,SW620,-1.307077557
MK-4541,SN-38,SW837,-19.4524007283
MK-4541,SN-38,T47D,-14.1459122221
MK-4541,SN-38,UACC62,-2.6266745506999998
MK-4541,SN-38,UWB1289BRCA1,11.1061935548
MK-4541,SN-38,UWB1289,3.1147757571
MK-4541,SN-38,VCAP,28.4186966837
MK-4541,SN-38,ZR751,-4.7908686208999995
MK-4541,SORAFENIB,A2058,10.2315901869
MK-4541,SORAFENIB,A2780,4.2502167381
MK-4541,SORAFENIB,A375,13.6726423069
MK-4541,SORAFENIB,A427,8.2703809414
MK-4541,SORAFENIB,CAOV3,-0.2206829298
MK-4541,SORAFENIB,COLO320DM,3.4103116342
MK-4541,SORAFENIB,DLD1,17.756730625899998
MK-4541,SORAFENIB,EFM192B,2.608623506
MK-4541,SORAFENIB,ES2,3.9830618585
MK-4541,SORAFENIB,HCT116,10.1040651838
MK-4541,SORAFENIB,HT144,1.7056214716999998
MK-4541,SORAFENIB,HT29,3.5441643568
MK-4541,SORAFENIB,KPL1,1.2649538458
MK-4541,SORAFENIB,LNCAP,5.6228439975
MK-4541,SORAFENIB,LOVO,-5.4751170651
MK-4541,SORAFENIB,MDAMB436,-0.820016601
MK-4541,SORAFENIB,MSTO,-7.739490222100001
MK-4541,SORAFENIB,NCIH1650,5.5036706286
MK-4541,SORAFENIB,NCIH2122,3.4715427582
MK-4541,SORAFENIB,NCIH23,3.8661027868
MK-4541,SORAFENIB,NCIH460,13.885842351400001
MK-4541,SORAFENIB,NCIH520,15.5597392319
MK-4541,SORAFENIB,OCUBM,11.684745559000001
MK-4541,SORAFENIB,OV90,3.2141099268
MK-4541,SORAFENIB,OVCAR3,-23.7078293531
MK-4541,SORAFENIB,PA1,15.3385712868
MK-4541,SORAFENIB,RKO,6.829990818
MK-4541,SORAFENIB,RPMI7951,1.2167017877
MK-4541,SORAFENIB,SKMEL30,7.5161781941
MK-4541,SORAFENIB,SKMES1,12.184708884800001
MK-4541,SORAFENIB,SKOV3,22.3081488565
MK-4541,SORAFENIB,SW620,9.4775989134
MK-4541,SORAFENIB,SW837,0.6504152875
MK-4541,SORAFENIB,T47D,16.719932601500002
MK-4541,SORAFENIB,UACC62,4.171054028
MK-4541,SORAFENIB,UWB1289BRCA1,9.6621098191
MK-4541,SORAFENIB,UWB1289,8.9971282767
MK-4541,SORAFENIB,VCAP,1.2102741411
MK-4541,SORAFENIB,ZR751,-28.6429010652
MK-4541,SUNITINIB,A2058,9.0249743652
MK-4541,SUNITINIB,A2780,3.8861148256
MK-4541,SUNITINIB,A375,12.680818097000001
MK-4541,SUNITINIB,A427,6.133953325299999
MK-4541,SUNITINIB,CAOV3,5.5899383966
MK-4541,SUNITINIB,COLO320DM,12.854849298
MK-4541,SUNITINIB,DLD1,4.0377240487
MK-4541,SUNITINIB,EFM192B,-4.7574228844999995
MK-4541,SUNITINIB,ES2,13.458552961099999
MK-4541,SUNITINIB,HCT116,9.1010989871
MK-4541,SUNITINIB,HT144,7.891675938500001
MK-4541,SUNITINIB,HT29,13.8326157947
MK-4541,SUNITINIB,KPL1,16.5208954002
MK-4541,SUNITINIB,LNCAP,-1.3157096233
MK-4541,SUNITINIB,LOVO,3.8226424032999997
MK-4541,SUNITINIB,MDAMB436,5.5767343901999995
MK-4541,SUNITINIB,MSTO,6.7131222719000005
MK-4541,SUNITINIB,NCIH1650,-6.9192089463
MK-4541,SUNITINIB,NCIH2122,7.0290183694
MK-4541,SUNITINIB,NCIH23,4.8605598293
MK-4541,SUNITINIB,NCIH460,3.7851068318000003
MK-4541,SUNITINIB,NCIH520,16.4653968802
MK-4541,SUNITINIB,OCUBM,12.7613612676
MK-4541,SUNITINIB,OV90,4.5793983004
MK-4541,SUNITINIB,OVCAR3,6.9582868410000005
MK-4541,SUNITINIB,PA1,8.6919135251
MK-4541,SUNITINIB,RKO,2.8017705091000003
MK-4541,SUNITINIB,RPMI7951,-4.3375268585
MK-4541,SUNITINIB,SKMEL30,8.9587320725
MK-4541,SUNITINIB,SKMES1,2.4502330957
MK-4541,SUNITINIB,SKOV3,0.5782777355
MK-4541,SUNITINIB,SW620,2.7530822284
MK-4541,SUNITINIB,SW837,-17.6464323477
MK-4541,SUNITINIB,T47D,40.426391915
MK-4541,SUNITINIB,UACC62,18.9323360542
MK-4541,SUNITINIB,UWB1289BRCA1,9.2088858261
MK-4541,SUNITINIB,UWB1289,38.5509893169
MK-4541,SUNITINIB,VCAP,16.8558781436
MK-4541,SUNITINIB,ZR751,0.7814178829999999
MK-4541,TEMOZOLOMIDE,A2058,3.3124111723
MK-4541,TEMOZOLOMIDE,A2780,-9.2045049496
MK-4541,TEMOZOLOMIDE,A375,-8.7906431187
MK-4541,TEMOZOLOMIDE,A427,-4.372360538
MK-4541,TEMOZOLOMIDE,CAOV3,-76.2459224097
MK-4541,TEMOZOLOMIDE,COLO320DM,3.2745856592
MK-4541,TEMOZOLOMIDE,DLD1,-11.7547721982
MK-4541,TEMOZOLOMIDE,EFM192B,-29.4013652379
MK-4541,TEMOZOLOMIDE,ES2,-5.450481229
MK-4541,TEMOZOLOMIDE,HCT116,-13.087072704
MK-4541,TEMOZOLOMIDE,HT144,-38.1464025365
MK-4541,TEMOZOLOMIDE,HT29,-1.8637268112999998
MK-4541,TEMOZOLOMIDE,KPL1,-12.135443826600001
MK-4541,TEMOZOLOMIDE,LNCAP,1.447318815
MK-4541,TEMOZOLOMIDE,LOVO,-25.8372134801
MK-4541,TEMOZOLOMIDE,MDAMB436,1.3386225694
MK-4541,TEMOZOLOMIDE,MSTO,-52.30395805770001
MK-4541,TEMOZOLOMIDE,NCIH1650,-31.7892568502
MK-4541,TEMOZOLOMIDE,NCIH2122,-9.3827858331
MK-4541,TEMOZOLOMIDE,NCIH23,-15.421926588599998
MK-4541,TEMOZOLOMIDE,NCIH460,-11.951716471400001
MK-4541,TEMOZOLOMIDE,NCIH520,-5.4135397652999995
MK-4541,TEMOZOLOMIDE,OCUBM,-30.0512559622
MK-4541,TEMOZOLOMIDE,OV90,-11.806641042799999
MK-4541,TEMOZOLOMIDE,OVCAR3,-39.9245291354
MK-4541,TEMOZOLOMIDE,PA1,-4.8304207269
MK-4541,TEMOZOLOMIDE,RKO,0.0357897598
MK-4541,TEMOZOLOMIDE,RPMI7951,-2.6160851024
MK-4541,TEMOZOLOMIDE,SKMEL30,15.4794412601
MK-4541,TEMOZOLOMIDE,SKMES1,-7.9402543752999994
MK-4541,TEMOZOLOMIDE,SKOV3,-18.1585052399
MK-4541,TEMOZOLOMIDE,SW620,1.3692311138
MK-4541,TEMOZOLOMIDE,SW837,-28.6835352302
MK-4541,TEMOZOLOMIDE,T47D,-106.2566397378
MK-4541,TEMOZOLOMIDE,UACC62,-3.683832583
MK-4541,TEMOZOLOMIDE,UWB1289BRCA1,13.7187656226
MK-4541,TEMOZOLOMIDE,UWB1289,-17.7243079962
MK-4541,TEMOZOLOMIDE,VCAP,3.621981514
MK-4541,TEMOZOLOMIDE,ZR751,-102.1366253672
MK-4541,TOPOTECAN,A2058,4.9093753351
MK-4541,TOPOTECAN,A2780,10.785682255
MK-4541,TOPOTECAN,A375,-0.5676080311999999
MK-4541,TOPOTECAN,A427,14.689473089200002
MK-4541,TOPOTECAN,CAOV3,12.4818357874
MK-4541,TOPOTECAN,COLO320DM,5.388034462899999
MK-4541,TOPOTECAN,DLD1,13.1807309754
MK-4541,TOPOTECAN,EFM192B,5.4668714141
MK-4541,TOPOTECAN,ES2,8.0827483515
MK-4541,TOPOTECAN,HCT116,9.9999409091
MK-4541,TOPOTECAN,HT144,-4.3673849019999995
MK-4541,TOPOTECAN,HT29,13.9511362985
MK-4541,TOPOTECAN,KPL1,20.537310606400002
MK-4541,TOPOTECAN,LNCAP,-141.53504228239998
MK-4541,TOPOTECAN,LOVO,8.6039517538
MK-4541,TOPOTECAN,MDAMB436,12.2318366113
MK-4541,TOPOTECAN,MSTO,0.4902245264
MK-4541,TOPOTECAN,NCIH1650,5.9146880246
MK-4541,TOPOTECAN,NCIH2122,16.317808499999998
MK-4541,TOPOTECAN,NCIH23,11.5815041779
MK-4541,TOPOTECAN,NCIH460,-10.328336414099999
MK-4541,TOPOTECAN,NCIH520,11.9383691718
MK-4541,TOPOTECAN,OCUBM,-2.6781876196
MK-4541,TOPOTECAN,OV90,2.8273565682
MK-4541,TOPOTECAN,OVCAR3,12.0200767891
MK-4541,TOPOTECAN,PA1,-6.261293483999999
MK-4541,TOPOTECAN,RKO,9.0035308656
MK-4541,TOPOTECAN,RPMI7951,4.8839240701
MK-4541,TOPOTECAN,SKMEL30,9.180557496
MK-4541,TOPOTECAN,SKMES1,9.2771271794
MK-4541,TOPOTECAN,SKOV3,2.6467914339
MK-4541,TOPOTECAN,SW620,19.8320451138
MK-4541,TOPOTECAN,SW837,8.6291142674
MK-4541,TOPOTECAN,T47D,16.2705541792
MK-4541,TOPOTECAN,UACC62,3.0715060132
MK-4541,TOPOTECAN,UWB1289BRCA1,24.720773619000003
MK-4541,TOPOTECAN,UWB1289,3.7307609522000003
MK-4541,TOPOTECAN,VCAP,54.9371521803
MK-4541,TOPOTECAN,ZR751,15.647678588
MK-4541,VINBLASTINE,A2058,33.8534471253
MK-4541,VINBLASTINE,A2780,-15.6759542274
MK-4541,VINBLASTINE,A375,-18.743756042
MK-4541,VINBLASTINE,A427,-35.0045048567
MK-4541,VINBLASTINE,CAOV3,-61.970723640299994
MK-4541,VINBLASTINE,COLO320DM,-1.6772797383000002
MK-4541,VINBLASTINE,DLD1,-3.3543513454
MK-4541,VINBLASTINE,EFM192B,6.9684460447
MK-4541,VINBLASTINE,ES2,-5.3385545251
MK-4541,VINBLASTINE,HCT116,-26.4678392033
MK-4541,VINBLASTINE,HT144,-7.2385629337
MK-4541,VINBLASTINE,HT29,-4.8462770778
MK-4541,VINBLASTINE,KPL1,41.9142543312
MK-4541,VINBLASTINE,LNCAP,-9.952796566
MK-4541,VINBLASTINE,LOVO,-8.2074786076
MK-4541,VINBLASTINE,MDAMB436,-24.587984145100002
MK-4541,VINBLASTINE,MSTO,-34.8546964226
MK-4541,VINBLASTINE,NCIH1650,-16.6559270127
MK-4541,VINBLASTINE,NCIH2122,-14.7396004639
MK-4541,VINBLASTINE,NCIH23,-36.7646523623
MK-4541,VINBLASTINE,NCIH460,-11.0591356034
MK-4541,VINBLASTINE,NCIH520,-21.0486376087
MK-4541,VINBLASTINE,OCUBM,23.3807390065
MK-4541,VINBLASTINE,OV90,-20.6522218973
MK-4541,VINBLASTINE,OVCAR3,-29.939476145500002
MK-4541,VINBLASTINE,PA1,-15.3244267252
MK-4541,VINBLASTINE,RKO,3.4084971259
MK-4541,VINBLASTINE,RPMI7951,-18.4971530336
MK-4541,VINBLASTINE,SKMEL30,-4.4975082218
MK-4541,VINBLASTINE,SKMES1,-10.5432382748
MK-4541,VINBLASTINE,SKOV3,3.1866063092
MK-4541,VINBLASTINE,SW620,-0.7909682896
MK-4541,VINBLASTINE,SW837,-2.4019715776
MK-4541,VINBLASTINE,T47D,-34.7084705006
MK-4541,VINBLASTINE,UACC62,-13.0630665669
MK-4541,VINBLASTINE,UWB1289BRCA1,-0.8786655192
MK-4541,VINBLASTINE,UWB1289,-12.4128543707
MK-4541,VINBLASTINE,VCAP,18.2777605556
MK-4541,VINBLASTINE,ZR751,-31.692818710500003
MK-4541,VINORELBINE,A2058,-18.8844755006
MK-4541,VINORELBINE,A2780,-11.0907628191
MK-4541,VINORELBINE,A375,3.3124272208999996
MK-4541,VINORELBINE,A427,-30.874604591999997
MK-4541,VINORELBINE,CAOV3,-49.6215820843
MK-4541,VINORELBINE,COLO320DM,3.1199686141000003
MK-4541,VINORELBINE,DLD1,3.968916955
MK-4541,VINORELBINE,EFM192B,-13.270389197
MK-4541,VINORELBINE,ES2,11.127740494400001
MK-4541,VINORELBINE,HCT116,-22.021981691300002
MK-4541,VINORELBINE,HT144,-14.057543241600001
MK-4541,VINORELBINE,HT29,-18.3719280272
MK-4541,VINORELBINE,KPL1,-2.4988790506
MK-4541,VINORELBINE,LNCAP,3.4092346219
MK-4541,VINORELBINE,LOVO,-0.18855938519999998
MK-4541,VINORELBINE,MDAMB436,3.1579859952
MK-4541,VINORELBINE,MSTO,-31.2680576816
MK-4541,VINORELBINE,NCIH1650,7.0717553251
MK-4541,VINORELBINE,NCIH2122,-19.48779066
MK-4541,VINORELBINE,NCIH23,-10.071992311799999
MK-4541,VINORELBINE,NCIH460,7.6365323128
MK-4541,VINORELBINE,NCIH520,-2.3405064112000002
MK-4541,VINORELBINE,OCUBM,-4.512732152
MK-4541,VINORELBINE,OV90,23.691483498
MK-4541,VINORELBINE,OVCAR3,-34.517921513000005
MK-4541,VINORELBINE,PA1,-16.693829829400002
MK-4541,VINORELBINE,RKO,-11.042635923199999
MK-4541,VINORELBINE,RPMI7951,-15.3226362964
MK-4541,VINORELBINE,SKMEL30,5.2001428162
MK-4541,VINORELBINE,SKMES1,7.244943664199999
MK-4541,VINORELBINE,SKOV3,1.5315445657
MK-4541,VINORELBINE,SW620,-2.5598113545
MK-4541,VINORELBINE,SW837,-15.2696197691
MK-4541,VINORELBINE,T47D,-9.7309193431
MK-4541,VINORELBINE,UACC62,-16.3038921175
MK-4541,VINORELBINE,UWB1289BRCA1,-12.8613834765
MK-4541,VINORELBINE,UWB1289,-9.578621425
MK-4541,VINORELBINE,VCAP,-5.0697644613
MK-4541,VINORELBINE,ZR751,-29.2003368238
